school_id,school_name,borough,district,start_minutes,start_time_raw,building_code,grad_rate,advanced_regents_pct,dropout_pct,attendance_rate,college_career_rate,cohort_size,poverty_pct,el_pct,swd_pct,enrollment,admissions_method,applicants_per_seat,outcome_censored,enrollment_1000,start_hours,start_group,poverty_band
15K667,Sunset Park High School,Brooklyn,New York City,525.0,8:45am,K564,76.2,13.3,5.6,87.0,51.0,286.0,86.0,21.9,21.2,1216.0,Unscreened,2.0,False,1.216,8.75,Late,Highest poverty
02M280,Manhattan Early College School for Advertising,Manhattan,New York City,505.0,8:25am,M520,96.3,0.0,2.5,92.0,,80.0,72.39999999999999,3.8,19.2,416.0,Educational option,7.0,False,0.416,8.416666666666666,Late,Upper middle
06M348,Washington Heights Expeditionary Learning School (WHEELS),Manhattan,New York City,510.0,8:30am,M143,87.8,17.8,6.7,84.0,56.00000000000001,90.0,83.5,16.1,20.5,864.0,Educational option,7.0,False,0.864,8.5,Late,Upper middle
13K439,Brooklyn International High School,Brooklyn,New York City,525.0,8:45am,K805,67.6,0.0,10.5,92.0,63.0,105.0,95.3,76.3,3.1,359.0,Screened,8.0,False,0.359,8.75,Late,Highest poverty
07X500,Hostos-Lincoln Academy of Science,Bronx,New York City,480.0,8am,X162,82.8,15.1,3.2,91.0,77.0,93.0,85.2,3.3000000000000003,19.9,547.0,Screened,19.0,False,0.547,8.0,Early,Highest poverty
14K614,Young Women's Leadership School of Brooklyn (TYWLS),Brooklyn,New York City,465.0,7:45am,K147,96.8,25.8,3.2,88.0,97.0,31.0,80.10000000000001,8.6,19.4,382.0,Screened,6.0,False,0.382,7.75,Early,Upper middle
07X522,Bronx Design and Construction Academy,Bronx,New York City,470.0,7:50am,X600,65.3,2.0,19.4,76.0,38.0,98.0,87.3,16.8,29.2,452.0,Educational option,3.0,False,0.452,7.833333333333333,Early,Highest poverty
07X473,Mott Haven Village Preparatory High School,Bronx,New York City,480.0,8am,X470,46.3,0.0,25.0,78.0,48.0,80.0,92.7,20.0,30.8,315.0,Educational option,4.0,False,0.315,8.0,Early,Highest poverty
18K617,High School for Innovation in Advertising and Media,Brooklyn,New York City,480.0,8am,K500,78.7,0.0,4.9,86.0,53.0,61.0,71.5,9.2,20.8,240.0,Educational option,3.0,False,0.24,8.0,Early,Upper middle
10X351,Bronx Collaborative High School,Bronx,New York City,549.0,9:09am,X440,67.5,0.0,5.8,80.0,,120.0,84.8,19.1,22.7,587.0,Educational option,11.0,False,0.587,9.15,Late,Upper middle
25Q460,Flushing High School,Queens,New York City,480.0,8am,Q460,68.1,8.5,15.6,85.0,42.0,398.0,77.0,20.8,12.5,1595.0,Educational option,5.0,False,1.595,8.0,Early,Upper middle
30Q502,Information Technology High School,Queens,New York City,435.0,7:15am,Q725,72.7,11.3,6.9,90.0,59.0,231.0,75.5,7.3,19.4,1011.0,Educational option,7.0,False,1.011,7.25,Early,Upper middle
30Q445,William Cullen Bryant High School,Queens,New York City,530.0,8:50am,Q445,70.7,7.9,9.0,89.0,52.0,632.0,79.5,18.6,14.4,2344.0,Screened,5.0,False,2.344,8.833333333333334,Late,Upper middle
10X268,Kingsbridge International High School,Bronx,New York City,480.0,8am,X430,59.4,4.2,15.4,87.0,32.0,143.0,98.6,87.2,4.3,491.0,Screened,3.0,False,0.491,8.0,Early,Highest poverty
06M552,Gregorio Luperon High School for Science and Mathematics,Manhattan,New York City,480.0,8am,M876,77.0,6.8,7.4,92.0,49.0,148.0,98.7,77.9,1.7000000000000002,521.0,Screened,3.0,False,0.521,8.0,Early,Highest poverty
11X542,Pelham Preparatory Academy,Bronx,New York City,495.0,8:15am,X415,84.3,7.9,8.6,90.0,68.0,140.0,73.1,6.1,24.5,511.0,Educational option,33.0,False,0.511,8.25,Late,Upper middle
03M541,Manhattan / Hunter Science High School,Manhattan,New York City,480.0,8am,M490,99.0,9.0,0.0,97.0,88.0,100.0,52.5,0.0,13.8,441.0,Screened,53.0,False,0.441,8.0,Early,Lowest poverty
05M499,Frederick Douglass Academy,Manhattan,New York City,480.0,8am,M010,74.4,12.2,10.1,89.0,59.0,238.0,80.10000000000001,5.6000000000000005,18.2,1257.0,Screened,7.0,False,1.257,8.0,Early,Upper middle
14K477,East Williamsburg Scholars Academy,Brooklyn,New York City,531.0,8:51am,K450,73.8,0.0,7.1,77.0,30.0,84.0,88.1,32.9,21.4,304.0,Educational option,1.0,False,0.304,8.85,Late,Highest poverty
22K425,James Madison High School,Brooklyn,New York City,440.0,7:20am,K425,77.2,25.3,7.2,94.0,64.0,878.0,64.0,13.7,15.6,3797.0,Screened,48.0,False,3.797,7.333333333333333,Early,Lower middle
31R064,Gaynor McCown Expeditionary Learning School,Staten Island,New York City,495.0,8:15am,R043,93.3,10.1,2.2,91.0,79.0,89.0,37.6,0.7000000000000001,26.700000000000003,434.0,Educational option,5.0,False,0.434,8.25,Late,Lowest poverty
32K545,EBC High School for Public Service-Bushwick,Brooklyn,New York City,480.0,8am,K913,81.1,0.0,10.2,87.0,40.0,127.0,90.2,19.6,22.8,479.0,Educational option,3.0,False,0.479,8.0,Early,Highest poverty
02M399,The High School For Language and Diplomacy,Manhattan,New York City,500.0,8:20am,M460,75.0,6.0,6.0,82.0,72.0,84.0,82.69999999999999,10.9,17.5,302.0,Educational option,3.0,False,0.302,8.333333333333334,Late,Upper middle
11X288,Collegiate Institute for Math and Science (CIMS),Bronx,New York City,500.0,8:20am,X415,87.8,39.1,5.8,90.0,81.0,156.0,71.3,3.3000000000000003,18.6,607.0,Educational option,21.0,False,0.607,8.333333333333334,Late,Upper middle
12X511,Bronx Envision Academy,Bronx,New York City,500.0,8:20am,X098,70.1,8.4,10.3,81.0,50.0,107.0,89.2,16.7,23.9,418.0,Educational option,4.0,False,0.418,8.333333333333334,Late,Highest poverty
01M696,Bard High School Early College,Manhattan,New York City,540.0,9am,M097,96.7,0.0,0.0,95.0,98.0,150.0,39.0,0.2,7.8,615.0,Screened,35.0,False,0.615,9.0,Late,Lowest poverty
21K620,William E. Grady Career and Technical Education High School,Brooklyn,New York City,480.0,8am,K620,72.3,6.0,18.1,82.0,22.0,83.0,79.10000000000001,6.800000000000001,38.6,412.0,Educational option,3.0,False,0.412,8.0,Early,Upper middle
02M534,Harvest Collegiate High School,Manhattan,New York City,500.0,8:20am,M883,84.9,0.0,3.8,85.0,79.0,106.0,61.6,2.4,25.2,457.0,Unscreened,24.0,False,0.457,8.333333333333334,Late,Lower middle
17K531,The School for Human Rights,Brooklyn,New York City,480.0,8am,K470,74.0,1.9,7.7,92.0,49.0,104.0,73.9,8.0,18.8,352.0,Unscreened,3.0,False,0.352,8.0,Early,Upper middle
02M605,Humanities Preparatory Academy,Manhattan,New York City,519.0,8:39am,M440,93.9,0.0,0.0,85.0,,66.0,73.4,3.3000000000000003,20.4,245.0,Screened,11.0,False,0.245,8.65,Late,Upper middle
22K611,Origins High School,Brooklyn,New York City,500.0,8:20am,K495,71.4,0.0,5.0,83.0,,119.0,82.0,26.8,12.3,414.0,Educational option,2.0,False,0.414,8.333333333333334,Late,Upper middle
02M392,Manhattan Business Academy,Manhattan,New York City,525.0,8:45am,M440,91.2,2.2,4.4,87.0,77.0,91.0,80.30000000000001,6.3,21.0,414.0,Educational option,14.0,False,0.414,8.75,Late,Upper middle
10X546,Bronx Theatre High School,Bronx,New York City,520.0,8:40am,X475,79.7,5.1,8.9,78.0,46.0,79.0,90.5,5.800000000000001,23.6,347.0,Educational option,11.0,False,0.347,8.666666666666666,Late,Highest poverty
03M859,Special Music School,Manhattan,New York City,480.0,8am,M932,92.9,0.0,2.4,95.0,,42.0,30.4,0.3,12.4,314.0,Audition,9.0,False,0.314,8.0,Early,Lowest poverty
18K567,Brooklyn Theatre Arts High School,Brooklyn,New York City,510.0,8:30am,K515,71.4,0.0,1.3,82.0,46.0,77.0,77.9,2.3,17.1,350.0,Educational option,4.0,False,0.35,8.5,Late,Upper middle
12X478,The Cinema School,Bronx,New York City,505.0,8:25am,X423,89.6,4.5,0.0,89.0,60.0,67.0,83.89999999999999,4.7,19.9,317.0,Screened,14.0,False,0.317,8.416666666666666,Late,Upper middle
13K595,Bedford Academy High School,Brooklyn,New York City,480.0,8am,K994,98.6,16.7,0.0,93.0,88.0,72.0,60.8,1.1,14.9,363.0,Screened,56.0,False,0.363,8.0,Early,Lower middle
02M418,Millennium High School,Manhattan,New York City,510.0,8:30am,M824,97.9,76.6,0.0,96.0,91.0,141.0,46.8,0.7000000000000001,12.3,681.0,Screened,36.0,False,0.681,8.5,Late,Lowest poverty
10X243,West Bronx Academy for the Future,Bronx,New York City,510.0,8:30am,X435,80.0,11.4,4.3,84.0,54.0,70.0,91.7,12.2,26.3,609.0,Other,,False,0.609,8.5,Late,Highest poverty
08X293,Renaissance High School for Musical Theater and the Arts,Bronx,New York City,495.0,8:15am,X405,84.0,2.5,9.2,82.0,43.0,119.0,76.8,5.9,23.3,460.0,Educational option,6.0,False,0.46,8.25,Late,Upper middle
12X267,Bronx Latin,Bronx,New York City,495.0,8:15am,X158,90.1,19.8,2.2,90.0,82.0,91.0,89.0,14.3,24.8,580.0,Educational option,27.0,False,0.58,8.25,Late,Highest poverty
03M860,Frederick Douglass Academy II Secondary School,Manhattan,New York City,480.0,8am,M088,68.4,0.0,9.2,82.0,39.0,76.0,87.8,10.2,25.4,362.0,Educational option,4.0,False,0.362,8.0,Early,Highest poverty
04M435,Manhattan Center for Science and Mathematics,Manhattan,New York City,500.0,8:20am,M435,95.2,59.3,0.5,93.0,80.0,378.0,75.1,6.800000000000001,14.2,1650.0,Screened,14.0,False,1.65,8.333333333333334,Late,Upper middle
17K600,Clara Barton High School,Brooklyn,New York City,480.0,8am,K600,73.3,4.3,3.9,89.0,52.0,258.0,70.39999999999999,7.8,18.1,1200.0,Educational option,3.0,False,1.2,8.0,Early,Upper middle
11X270,Academy for Scholarship and Entrepreneurship: A College Board School,Bronx,New York City,475.0,7:55am,X362,68.6,0.0,17.1,81.0,40.0,105.0,76.4,5.2,22.6,368.0,Educational option,5.0,False,0.368,7.916666666666667,Early,Upper middle
18K563,It Takes a Village Academy,Brooklyn,New York City,495.0,8:15am,K415,83.5,1.9,5.1,91.0,76.0,158.0,75.9,17.599999999999998,14.9,659.0,Educational option,4.0,False,0.659,8.25,Late,Upper middle
05M369,Urban Assembly School for the Performing Arts,Manhattan,New York City,495.0,8:15am,M043,75.3,0.0,17.8,81.0,68.0,73.0,87.0,7.5,24.0,387.0,Educational option,7.0,False,0.387,8.25,Late,Highest poverty
03M479,Beacon High School,Manhattan,New York City,480.0,8am,M912,98.0,0.0,0.3,96.0,87.0,306.0,29.8,0.1,11.8,1423.0,Screened,21.0,False,1.423,8.0,Early,Lowest poverty
03M307,The Urban Assembly School for Media Studies,Manhattan,New York City,540.0,9am,M490,81.5,0.0,9.3,84.0,54.0,108.0,83.39999999999999,5.4,15.5,407.0,Educational option,4.0,False,0.407,9.0,Late,Upper middle
28Q284,York Early College Academy,Queens,New York City,480.0,8am,Q008,96.6,39.8,0.0,95.0,94.0,88.0,47.9,0.8,10.9,658.0,Screened,18.0,False,0.658,8.0,Early,Lowest poverty
10X264,Bronx Academy for Software Engineering (BASE),Bronx,New York City,495.0,8:15am,X660,55.0,0.0,9.0,88.0,,100.0,80.0,9.1,28.2,419.0,Educational option,15.0,False,0.419,8.25,Late,Upper middle
25Q252,"Queens School of Inquiry, The",Queens,New York City,480.0,8am,Q168,96.2,32.1,2.6,93.0,97.0,78.0,53.8,4.3,16.0,588.0,Screened,16.0,False,0.588,8.0,Early,Lowest poverty
25Q241,Queens High School for Language Studies,Queens,New York City,480.0,8am,Q460,91.3,53.4,1.0,95.0,,103.0,76.1,22.6,5.9,424.0,Screened,3.0,False,0.424,8.0,Early,Upper middle
02M408,Professional Performing Arts High School (PPAS),Manhattan,New York City,495.0,8:15am,M017,98.0,29.3,1.0,93.0,74.0,99.0,36.2,0.2,14.2,558.0,Audition,19.0,False,0.558,8.25,Late,Lowest poverty
28Q328,High School for Community Leadership,Queens,New York City,540.0,9am,Q470,91.4,19.8,0.9,87.0,56.00000000000001,116.0,68.4,14.9,15.3,464.0,Educational option,5.0,False,0.464,9.0,Late,Lower middle
13K605,George Westinghouse Career and Technical Education High School,Brooklyn,New York City,500.0,8:20am,K580,90.3,6.3,2.1,88.0,39.0,144.0,74.1,2.3,17.9,776.0,Screened,12.0,False,0.776,8.333333333333334,Late,Upper middle
11X275,High School of Computers and Technology,Bronx,New York City,480.0,8am,X425,77.8,10.2,5.6,87.0,62.0,108.0,83.2,8.1,25.1,542.0,Educational option,11.0,False,0.542,8.0,Early,Upper middle
30Q450,Long Island City High School,Queens,New York City,490.0,8:10am,Q452,74.3,11.8,7.8,86.0,45.0,549.0,78.60000000000001,11.4,16.5,2252.0,Educational option,4.0,False,2.252,8.166666666666666,Early,Upper middle
02M298,Pace High School,Manhattan,New York City,540.0,9am,M131,78.5,7.4,6.7,87.0,77.0,135.0,73.6,3.0,18.4,572.0,Educational option,23.0,False,0.572,9.0,Late,Upper middle
19K764,The Urban Assembly School for Collaborative Healthcare,Brooklyn,New York City,532.0,8:52am,K420,82.2,0.0,9.6,87.0,,73.0,80.0,18.6,10.9,338.0,Educational option,3.0,False,0.338,8.866666666666667,Late,Upper middle
02M580,Richard R. Green High School of Teaching,Manhattan,New York City,500.0,8:20am,M282,80.9,3.5,6.1,87.0,53.0,115.0,76.3,4.2,19.1,429.0,Educational option,2.0,False,0.429,8.333333333333334,Late,Upper middle
12X388,Pan American International High School at Monroe,Bronx,New York City,510.0,8:30am,X420,78.6,0.0,8.5,88.0,59.0,117.0,99.1,87.8,3.2,444.0,Screened,4.0,False,0.444,8.5,Late,Highest poverty
08X452,Gotham Collaborative High School,Bronx,New York City,480.0,8am,X450,47.1,0.0,17.2,80.0,36.0,157.0,90.5,15.4,26.700000000000003,532.0,Educational option,3.0,False,0.532,8.0,Early,Highest poverty
01M539,"New Explorations into Science, Technology and Math High School (NEST+m)",Manhattan,New York City,500.0,8:20am,M022,100.0,80.0,0.0,95.0,85.0,140.0,25.9,1.6,9.2,1754.0,Screened,41.0,False,1.754,8.333333333333334,Late,Lowest poverty
02M427,Manhattan Academy for Arts & Language,Manhattan,New York City,529.0,8:49am,M620,64.9,6.8,12.2,86.0,43.0,74.0,95.6,67.4,12.0,233.0,Screened,2.0,False,0.233,8.816666666666666,Late,Highest poverty
28Q690,High School for Law Enforcement and Public Safety,Queens,New York City,480.0,8am,Q690,75.2,4.6,6.4,89.0,63.0,109.0,68.30000000000001,6.9,20.8,462.0,Screened,4.0,False,0.462,8.0,Early,Lower middle
23K647,Metropolitan Diploma Plus High School,Brooklyn,New York City,516.0,8:36am,K275,11.2,0.0,30.3,66.0,,89.0,86.6,3.1,37.0,227.0,Other,1.0,False,0.227,8.6,Late,Highest poverty
02M376,NYC iSchool,Manhattan,New York City,540.0,9am,M615,98.2,0.0,0.0,93.0,91.0,109.0,34.4,1.1,16.1,466.0,Screened,39.0,False,0.466,9.0,Late,Lowest poverty
09X568,Young Women's Leadership School of the Bronx (TYWLS),Bronx,New York City,520.0,8:40am,X117,89.1,21.9,3.1,92.0,,64.0,81.3,4.9,18.3,536.0,Screened,7.0,False,0.536,8.666666666666666,Late,Upper middle
17K122,Pathways in Technology Early College High School (P-TECH),Brooklyn,New York City,495.0,8:15am,K625,69.8,0.0,2.6,93.0,68.0,116.0,65.0,2.2,18.2,581.0,Educational option,10.0,False,0.581,8.25,Late,Lower middle
22K405,Midwood High School,Brooklyn,New York City,525.0,8:45am,K405,91.4,60.4,1.9,92.0,81.0,1000.0,63.2,2.7,11.8,4156.0,Unscreened,2.0,False,4.156,8.75,Late,Lower middle
10X524,Crotona International High School,Bronx,New York City,510.0,8:30am,X660,71.8,0.0,14.1,83.0,15.0,85.0,99.0,95.8,3.3000000000000003,333.0,Screened,2.0,False,0.333,8.5,Late,Highest poverty
08X320,Pelham Lab High School,Bronx,New York City,480.0,8am,X405,63.9,4.6,18.5,83.0,,108.0,80.0,15.6,22.1,475.0,Educational option,8.0,False,0.475,8.0,Early,Upper middle
07X223,The Laboratory School of Finance and Technology,Bronx,New York City,470.0,7:50am,X149,84.7,0.0,3.5,90.0,,85.0,90.7,7.6,19.9,662.0,Screened,11.0,False,0.662,7.833333333333333,Early,Highest poverty
02M414,N.Y.C. Museum School,Manhattan,New York City,495.0,8:15am,M070,97.9,65.3,0.0,94.0,90.0,95.0,54.7,0.8999999999999999,20.3,449.0,Screened,30.0,False,0.449,8.25,Late,Lowest poverty
29Q327,Eagle Academy for Young Men III,Queens,New York City,525.0,8:45am,Q633,87.9,1.7,1.7,91.0,,58.0,55.50000000000001,0.4,25.2,497.0,Educational option,2.0,False,0.497,8.75,Late,Lower middle
24Q610,Aviation Career & Technical Education High School,Queens,New York City,480.0,8am or 8:45am,Q610,95.2,54.4,0.2,97.0,68.0,463.0,65.2,2.9000000000000004,14.000000000000002,2088.0,Screened,11.0,False,2.088,8.0,Early,Lower middle
02M500,Unity Center for Urban Technologies,Manhattan,New York City,495.0,8:15am,M620,84.1,0.0,3.2,84.0,64.0,63.0,86.1,6.800000000000001,24.1,278.0,Educational option,6.0,False,0.278,8.25,Late,Highest poverty
19K618,Academy of Innovative Technology,Brooklyn,New York City,497.0,8:17am,K420,92.2,7.8,3.3,88.0,48.0,90.0,76.0,11.6,20.6,422.0,Educational option,6.0,False,0.422,8.283333333333333,Late,Upper middle
02M419,Landmark High School,Manhattan,New York City,525.0,8:45am,M440,72.4,0.0,15.3,81.0,36.0,98.0,81.3,5.5,22.1,330.0,Educational option,3.0,False,0.33,8.75,Late,Upper middle
20K609,Urban Assembly School for Criminal Justice,Brooklyn,New York City,525.0,8:45am,K223,92.5,52.2,1.5,90.0,81.0,67.0,85.8,13.3,14.4,549.0,Educational option,6.0,False,0.549,8.75,Late,Highest poverty
13K670,Benjamin Banneker Academy,Brooklyn,New York City,495.0,8:15am,K914,95.8,27.4,0.5,88.0,80.0,190.0,66.0,1.5,14.8,810.0,Screened,27.0,False,0.81,8.25,Late,Lower middle
09X231,Eagle Academy for Young Men,Bronx,New York City,480.0,8am,X465,68.2,0.0,13.6,87.0,64.0,66.0,80.9,4.2,26.6,527.0,Other,,False,0.527,8.0,Early,Upper middle
28Q325,Hillside Arts & Letters Academy,Queens,New York City,491.0,8:11am,Q470,89.2,7.2,0.9,85.0,53.0,111.0,69.69999999999999,14.099999999999998,19.0,447.0,Educational option,7.0,False,0.447,8.183333333333334,Early,Lower middle
10X438,Fordham Leadership Academy,Bronx,New York City,450.0,7:30am,X435,89.1,7.8,6.3,90.0,32.0,64.0,89.3,19.9,24.1,352.0,Educational option,9.0,False,0.352,7.5,Early,Highest poverty
11X265,Bronx Lab School,Bronx,New York City,510.0,8:30am,X425,62.4,0.0,9.9,81.0,41.0,101.0,88.5,15.4,30.2,371.0,Educational option,4.0,False,0.371,8.5,Late,Highest poverty
19K659,Cypress Hills Collegiate Preparatory School,Brooklyn,New York City,480.0,8am,K420,83.3,6.3,8.3,89.0,51.0,48.0,82.69999999999999,21.5,19.5,302.0,Educational option,3.0,False,0.302,8.0,Early,Upper middle
15K464,Park Slope Collegiate,Brooklyn,New York City,505.0,8:25am,K460,83.7,2.0,4.1,87.0,66.0,98.0,62.7,7.1,22.5,690.0,Educational option,8.0,False,0.69,8.416666666666666,Late,Lower middle
28Q896,"Young Women's Leadership School, Queens (TYWLS)",Queens,New York City,480.0,8am,Q680,97.4,34.2,0.0,94.0,84.0,76.0,58.4,1.6,15.4,547.0,Screened,8.0,False,0.547,8.0,Early,Lower middle
14K488,Brooklyn Preparatory High School,Brooklyn,New York City,500.0,8:20am,K650,92.0,0.0,0.7,86.0,69.0,138.0,75.5,2.1,18.8,527.0,Educational option,11.0,False,0.527,8.333333333333334,Late,Upper middle
14K558,Williamsburg High School for Architecture and Design,Brooklyn,New York City,500.0,8:20am,K650,96.8,9.7,0.8,91.0,56.00000000000001,124.0,70.89999999999999,3.1,22.4,580.0,Unscreened,10.0,False,0.58,8.333333333333334,Late,Upper middle
08X559,School for Tourism and Hospitality,Bronx,New York City,510.0,8:30am,X650,36.2,0.0,26.7,77.0,42.0,105.0,93.6,24.7,29.8,299.0,Educational option,2.0,False,0.299,8.5,Late,Highest poverty
17K537,High School for Youth and Community Development at Erasmus,Brooklyn,New York City,480.0,8am,K465,80.6,3.1,10.2,88.0,39.0,98.0,77.4,8.799999999999999,24.8,467.0,Unscreened,6.0,False,0.467,8.0,Early,Upper middle
26Q415,Benjamin N. Cardozo High School,Queens,New York City,480.0,8am,Q415,87.7,38.9,4.2,92.0,77.0,942.0,49.3,4.6,13.4,3609.0,Educational option,29.0,False,3.609,8.0,Early,Lowest poverty
19K409,East New York Family Academy,Brooklyn,New York City,475.0,7:55am,K819,93.2,1.7,0.0,88.0,68.0,59.0,80.10000000000001,3.0,22.0,496.0,Screened,8.0,False,0.496,7.916666666666667,Early,Upper middle
04M610,Young Women's Leadership School (TYWLS),Manhattan,New York City,520.0,8:40am,M895,98.6,42.5,1.4,94.0,97.0,73.0,77.60000000000001,2.3,18.3,480.0,Screened,16.0,False,0.48,8.666666666666666,Late,Upper middle
10X225,Theater Arts Production Company School (TAPCo),Bronx,New York City,500.0,8:20am,X137,79.3,2.4,4.9,85.0,65.0,82.0,87.3,7.6,23.5,540.0,Audition,3.0,False,0.54,8.333333333333334,Late,Highest poverty
12X682,Fannie Lou Hamer Freedom High School,Bronx,New York City,525.0,8:45am,X878,70.5,0.0,13.1,80.0,37.0,122.0,89.5,12.7,30.1,471.0,Educational option,5.0,False,0.471,8.75,Late,Highest poverty
24Q264,Academy of Finance and Enterprise,Queens,New York City,500.0,8:20am,Q735,94.6,54.7,1.4,93.0,77.0,148.0,67.9,5.7,12.8,649.0,Educational option,16.0,False,0.649,8.333333333333334,Late,Lower middle
13K483,The Urban Assembly School for Law and Justice,Brooklyn,New York City,520.0,8:40am,K313,95.8,0.0,2.1,91.0,76.0,96.0,68.0,2.1,17.2,435.0,Educational option,15.0,False,0.435,8.666666666666666,Late,Lower middle
29Q498,Humanities & Arts Magnet High School,Queens,New York City,480.0,8am,Q490,81.0,0.8,7.4,86.0,45.0,121.0,66.3,11.4,16.6,439.0,Educational option,3.0,False,0.439,8.0,Early,Lower middle
09X413,Bronx High School for Medical Science,Bronx,New York City,500.0,8:20am,X410,85.1,0.0,6.0,93.0,83.0,67.0,88.6,13.8,20.5,419.0,Screened,26.0,False,0.419,8.333333333333334,Late,Highest poverty
03M402,The Urban Assembly School for Green Careers,Manhattan,New York City,520.0,8:40am,M470,73.5,3.6,12.0,84.0,43.0,83.0,83.0,15.1,23.0,304.0,Unscreened,2.0,False,0.304,8.666666666666666,Late,Upper middle
27Q480,John Adams High School,Queens,New York City,495.0,8:15am,Q480,79.3,7.7,12.8,86.0,45.0,555.0,74.0,13.900000000000002,14.000000000000002,2366.0,Screened,2.0,False,2.366,8.25,Late,Upper middle
02M489,High School of Economics and Finance,Manhattan,New York City,525.0,8:45am,M833,89.5,7.4,1.2,88.0,82.0,162.0,76.4,5.9,18.9,741.0,Educational option,7.0,False,0.741,8.75,Late,Upper middle
02M300,The Urban Assembly School of Design and Construction,Manhattan,New York City,480.0,8am,M535,69.0,4.8,15.5,83.0,47.0,84.0,85.7,11.6,25.8,302.0,Educational option,3.0,False,0.302,8.0,Early,Highest poverty
30Q258,Energy Tech High School,Queens,New York City,525.0,8:45am,Q204,88.1,18.3,2.8,94.0,,109.0,61.9,2.6,18.0,533.0,Educational option,14.0,False,0.533,8.75,Late,Lower middle
11X509,High School of Language and Innovation,Bronx,New York City,500.0,8:20am,X415,75.0,22.9,11.5,87.0,51.0,96.0,97.6,80.2,4.2,379.0,Screened,3.0,False,0.379,8.333333333333334,Late,Highest poverty
07X221,South Bronx Preparatory: A College Board School,Bronx,New York City,480.0,8am,X149,88.8,10.1,1.1,92.0,57.99999999999999,89.0,92.8,7.000000000000001,26.200000000000003,657.0,Other,,False,0.657,8.0,Early,Highest poverty
22K555,Brooklyn College Academy,Brooklyn,New York City,485.0,8:05am,K917,99.4,49.0,0.0,95.0,95.0,155.0,55.400000000000006,0.6,14.099999999999998,660.0,Screened,18.0,False,0.66,8.083333333333334,Early,Lower middle
21K344,Rachel Carson High School for Coastal Studies,Brooklyn,New York City,525.0,8:45am,K303,73.1,7.1,9.0,86.0,54.0,156.0,76.4,18.6,17.8,623.0,Educational option,3.0,False,0.623,8.75,Late,Upper middle
04M680,"Heritage School, The",Manhattan,New York City,510.0,8:30am,M107,90.1,2.8,4.2,88.0,41.0,71.0,87.7,7.000000000000001,22.0,313.0,Educational option,6.0,False,0.313,8.5,Late,Highest poverty
02M600,The High School of Fashion Industries,Manhattan,New York City,490.0,8:10am,M600,84.8,27.8,3.9,91.0,79.0,356.0,75.2,3.2,16.8,1577.0,Audition,3.0,False,1.577,8.166666666666666,Early,Upper middle
24Q530,International High School at LaGuardia Community College,Queens,New York City,480.0,8am,Q520,78.1,0.0,4.4,92.0,80.0,114.0,86.2,65.10000000000001,1.7999999999999998,507.0,Screened,6.0,False,0.507,8.0,Early,Highest poverty
02M519,Talent Unlimited High School,Manhattan,New York City,485.0,8:05am,M480,93.0,25.0,2.0,93.0,75.0,100.0,52.900000000000006,1.0,15.4,518.0,Audition,10.0,False,0.518,8.083333333333334,Early,Lowest poverty
02M507,Urban Assembly Gateway School for Technology,Manhattan,New York City,495.0,8:15am,M625,93.7,33.3,0.9,89.0,72.0,111.0,66.0,3.5000000000000004,21.7,456.0,Educational option,18.0,False,0.456,8.25,Late,Lower middle
10X141,Riverdale / Kingsbridge Academy (Middle School / High School 141) (RKA),Bronx,New York City,500.0,8:20am,X141,88.8,33.5,3.1,92.0,71.0,161.0,46.9,7.000000000000001,18.7,1513.0,Screened,10.0,False,1.513,8.333333333333334,Late,Lowest poverty
02M400,High School for Environmental Studies,Manhattan,New York City,450.0,7:30am,M834,73.2,12.8,6.8,85.0,67.0,250.0,78.0,8.7,18.9,1146.0,Educational option,8.0,False,1.146,7.5,Early,Upper middle
08X348,Schuylerville Preparatory High School,Bronx,New York City,495.0,8:15am,X405,64.3,0.0,11.2,87.0,,98.0,76.2,14.4,22.5,360.0,Educational option,4.0,False,0.36,8.25,Late,Upper middle
31R047,CSI High School for International Studies,Staten Island,New York City,450.0,7:30am,R043,100.0,41.0,0.0,95.0,92.0,105.0,36.3,0.0,14.9,496.0,Unscreened,11.0,False,0.496,7.5,Early,Lowest poverty
14K586,Lyons Community School,Brooklyn,New York City,520.0,8:40am,K049,72.4,0.0,5.3,81.0,40.0,76.0,89.9,11.0,25.3,471.0,Educational option,3.0,False,0.471,8.666666666666666,Late,Highest poverty
13K430,Brooklyn Technical High School,Brooklyn,New York City,525.0,8:45am,K430,94.6,87.3,0.4,96.0,95.0,1417.0,50.8,0.0,1.2,5937.0,Specialized or test,,False,5.937,8.75,Late,Lowest poverty
09X297,Morris Academy for Collaborative Studies,Bronx,New York City,526.0,8:46am,X400,72.1,5.8,9.3,84.0,46.0,86.0,90.0,17.1,27.1,409.0,Educational option,4.0,False,0.409,8.766666666666667,Late,Highest poverty
17K745,Brooklyn Institute for Liberal Arts (BILA),Brooklyn,New York City,480.0,8am,K470,92.9,0.0,2.4,93.0,64.0,84.0,69.6,4.6,19.3,415.0,Unscreened,6.0,False,0.415,8.0,Early,Lower middle
24Q485,Grover Cleveland High School,Queens,New York City,510.0,8:30am,Q485,58.0,9.3,10.9,83.0,43.0,450.0,74.2,17.4,19.2,1715.0,Educational option,4.0,False,1.715,8.5,Late,Upper middle
