nrc_school_code,school_name,district,city,school_type,grade_levels,act_composite,grad_rate,outcome_censored,ela_proficient_pct,math_proficient_pct,chronic_absent_pct,enrollment_nrc,el_pct,iep_pct,frl_pct_reported,ncessch,lea_name,locale_group,charter,enrollment_ccd,latitude,longitude,frl_pct_ccd,direct_cert_pct,start_minutes,start_time_source,start_time_url,school_id,enrollment,poverty_pct,enrollment_1000,start_hours,start_group,poverty_band
04607,West Wendover High School,Elko,West Wendover,Regular School,09-12,14.82,92.21,False,19.4,6.9,28.6,318.0,17.0,12.6,47.2,320012000449,ELKO COUNTY SCHOOL DISTRICT,Town,0,318.0,40.732559,-114.083553,47.16981132075472,31.132075471698112,,,,04607,318.0,31.132075471698112,0.318,,,Upper middle
04610,Northeastern Nevada Virtual Academy,Elko,Elko,Regular School,KG-12,16.11,65.79,False,28.0,7.1,,105.0,,13.3,,320012000839,ELKO COUNTY SCHOOL DISTRICT,Town,0,105.0,40.84013,-115.766751,6.666666666666667,5.714285714285714,,,,04610,105.0,5.714285714285714,0.105,,,Lowest poverty
06601,Eureka County High School,Eureka,Eureka,Regular School,07-12,18.14,97.5,True,45.4,31.8,25.1,161.0,,16.1,29.2,320018000148,EUREKA COUNTY SCHOOL DISTRICT,Rural,0,161.0,39.514075,-115.96722,29.19254658385093,26.08695652173913,,,,06601,161.0,26.08695652173913,0.161,,,Lower middle
07501,Albert M. Lowry High School,Humboldt,Winnemucca,Regular School,09-12,16.28,97.5,True,37.3,11.4,41.0,947.0,6.9,16.5,37.7,320021000149,HUMBOLDT COUNTY SCHOOL DISTRICT,Town,0,947.0,40.971603,-117.708087,37.69799366420275,25.55438225976769,,,,07501,947.0,25.55438225976769,0.947,,,Lower middle
08601,Battle Mountain High School,Lander,Battle Mountain,Regular School,09-12,16.46,85.53,False,51.0,6.3,43.0,294.0,6.1,13.3,39.8,320024000163,LANDER COUNTY SCHOOL DISTRICT,Town,0,294.0,40.634918,-116.942274,39.795918367346935,22.789115646258505,,,,08601,294.0,22.789115646258505,0.294,,,Lower middle
09501,Lincoln County High School,Lincoln,Panaca,Regular School,09-12,17.19,97.5,True,37.4,18.7,29.5,169.0,,7.7,40.2,320027000168,LINCOLN COUNTY SCHOOL DISTRICT,Rural,0,169.0,37.793068,-114.386742,40.23668639053255,23.66863905325444,,,,09501,169.0,23.66863905325444,0.169,,,Lower middle
10601,Fernley High School,Lyon,Fernley,Regular School,09-12,16.46,84.35,False,34.8,12.2,42.9,1308.0,3.4,13.7,33.6,320030000176,LYON COUNTY SCHOOL DISTRICT,Town,0,1308.0,39.581889,-119.242858,33.63914373088685,26.91131498470948,,,,10601,1308.0,26.91131498470948,1.308,,,Lower middle
10602,Smith Valley Schools,Lyon,Smith,Regular School,PK-12,15.77,97.5,True,23.8,14.2,32.4,209.0,,6.2,15.8,320030000178,LYON COUNTY SCHOOL DISTRICT,Rural,0,209.0,38.80267,-119.327526,15.789473684210526,12.91866028708134,,,,10602,209.0,12.91866028708134,0.209,,,Lowest poverty
10603,Yerington High School,Lyon,Yerington,Regular School,09-12,15.17,86.46,False,24.1,2.5,44.1,394.0,9.1,12.9,46.2,320030000180,LYON COUNTY SCHOOL DISTRICT,Town,0,394.0,38.990646,-119.160937,46.192893401015226,32.994923857868024,,,,10603,394.0,32.994923857868024,0.394,,,Upper middle
10605,Silver Stage High School,Lyon,Silver Springs,Regular School,09-12,15.02,91.78,False,26.9,9.5,45.0,333.0,,22.5,100.0,320030000555,LYON COUNTY SCHOOL DISTRICT,Rural,0,333.0,39.388703,-119.285354,100.0,47.147147147147145,,,,10605,333.0,47.147147147147145,0.333,,,Highest poverty
11601,Mineral County High School,Mineral,Hawthorne,Regular School,09-12,14.39,74.19,False,21.9,2.5,37.7,147.0,,7.5,100.0,320033000183,MINERAL COUNTY SCHOOL DISTRICT,Town,0,147.0,38.526407,-118.629443,100.0,44.21768707482993,,,,11601,147.0,44.21768707482993,0.147,,,Upper middle
12601,Beatty High School,Nye,Beatty,Regular School,09-12,15.36,87.5,False,27.2,2.5,26.6,108.0,25.9,10.2,100.0,320036000187,NYE COUNTY SCHOOL DISTRICT,Rural,0,108.0,36.901163,-116.758142,100.0,58.333333333333336,,,,12601,108.0,58.333333333333336,0.108,,,Highest poverty
12603,Tonopah High School,Nye,Tonopah,Regular School,09-12,16.18,92.31,False,27.4,2.5,38.8,107.0,,15.9,100.0,320036000195,NYE COUNTY SCHOOL DISTRICT,Rural,0,107.0,38.058361,-117.213971,100.0,35.51401869158879,,,,12603,107.0,35.51401869158879,0.107,,,Upper middle
12604,Pahrump Valley High School,Nye,Pahrump,Regular School,09-12,16.32,85.0,False,36.8,9.0,42.0,1362.0,6.6,14.8,100.0,320036000192,NYE COUNTY SCHOOL DISTRICT,Town,0,1362.0,36.190057,-116.005345,100.0,54.55212922173275,,,,12604,1362.0,54.55212922173275,1.362,,,Highest poverty
13501,Carson High School,Carson City,Carson City,Regular School,09-12,17.46,92.26,False,45.9,22.3,34.3,2289.0,9.5,12.3,39.3,320039000280,CARSON CITY SCHOOL DISTRICT,City,0,2289.0,39.16908,-119.748958,39.27479248580166,31.36740934906073,,,,13501,2289.0,31.36740934906073,2.289,,,Upper middle
13903,Pioneer Academy,Carson City,Carson City,Regular School,01-12,15.11,80.0,False,16.6,2.5,59.9,206.0,,16.5,100.0,320039000480,CARSON CITY SCHOOL DISTRICT,City,0,206.0,39.172191,-119.764883,98.54368932038837,50.48543689320388,,,,13903,206.0,50.48543689320388,0.206,,,Highest poverty
14601,Pershing County High School,Pershing,Lovelock,Regular School,09-12,16.21,97.5,True,40.1,15.0,21.9,183.0,6.6,20.8,45.9,320042000198,PERSHING COUNTY SCHOOL DISTRICT,Rural,0,183.0,40.183142,-118.47991,45.90163934426229,34.97267759562842,,,,14601,183.0,34.97267759562842,0.183,,,Upper middle
15601,Virginia City High School,Storey,Virginia City,Regular School,09-12,17.84,88.24,False,56.3,22.5,40.1,150.0,,10.7,34.0,320045000199,STOREY COUNTY SCHOOL DISTRICT,Rural,0,150.0,39.307697,-119.641681,34.0,22.666666666666668,,,,15601,150.0,22.666666666666668,0.15,,,Lower middle
16312,Coral Academy High School,Washoe,RENO,District Sponsored Charter School,09-12,21.57,97.5,True,88.0,45.3,8.0,343.0,4.1,,20.1,320048000525,WASHOE COUNTY SCHOOL DISTRICT,City,1,343.0,39.46892,-119.783701,20.11661807580175,17.20116618075802,,,,16312,343.0,17.20116618075802,0.343,,,Lower middle
16501,EARL WOOSTER HIGH SCHOOL,Washoe,RENO,Regular School,09-12,14.71,89.46,False,22.4,8.4,60.8,1509.0,28.4,12.5,100.0,320048000208,WASHOE COUNTY SCHOOL DISTRICT,City,0,1509.0,39.506534,-119.782192,99.93373094764743,50.03313452617628,,,,16501,1509.0,50.03313452617628,1.509,,,Highest poverty
16502,RENO HIGH SCHOOL,Washoe,RENO,Regular School,09-12,19.88,91.87,False,65.4,42.1,31.4,1796.0,5.5,8.6,23.7,320048000239,WASHOE COUNTY SCHOOL DISTRICT,City,0,1796.0,39.517456,-119.827985,23.66369710467706,21.102449888641427,,,,16502,1796.0,21.102449888641427,1.796,,,Lower middle
16503,SPARKS HIGH SCHOOL,Washoe,SPARKS,Regular School,09-12,13.88,85.71,False,12.4,2.5,54.8,1311.0,25.4,13.4,100.0,320048000246,WASHOE COUNTY SCHOOL DISTRICT,Suburb,0,1311.0,39.540992,-119.761387,99.84744469870328,53.39435545385202,,,,16503,1311.0,53.39435545385202,1.311,,,Highest poverty
16504,PROCTER R. HUG HIGH SCHOOL,Washoe,Sparks,Regular School,09-12,14.37,76.47,False,18.6,8.7,60.6,2331.0,27.0,16.6,100.0,320048000238,WASHOE COUNTY SCHOOL DISTRICT,Suburb,0,2331.0,39.564553,-119.768289,99.95709995709996,55.38395538395538,,,,16504,2331.0,55.38395538395538,2.331,,,Highest poverty
16505,EDWARD C. REED HIGH SCHOOL,Washoe,SPARKS,Regular School,09-12,16.68,83.37,False,44.7,14.6,31.2,2144.0,4.8,12.8,27.1,320048000210,WASHOE COUNTY SCHOOL DISTRICT,Suburb,0,2144.0,39.557595,-119.719752,27.09888059701493,23.69402985074627,,,,16505,2144.0,23.69402985074627,2.144,,,Lower middle
16508,ROBERT MCQUEEN HIGH SCHOOL,Washoe,RENO,Regular School,09-12,18.63,91.2,False,58.8,27.9,38.3,1643.0,5.4,10.8,23.9,320048000323,WASHOE COUNTY SCHOOL DISTRICT,City,0,1643.0,39.534583,-119.883773,23.797930614729157,21.606816798539256,,,,16508,1643.0,21.606816798539256,1.643,,,Lower middle
16509,GALENA HIGH SCHOOL,Washoe,RENO,Regular School,09-12,19.85,91.58,False,66.4,36.2,26.1,1254.0,3.3,7.3,14.0,320048000257,WASHOE COUNTY SCHOOL DISTRICT,Suburb,0,1254.0,39.387879,-119.777268,13.955342902711324,12.200956937799043,,,,16509,1254.0,12.200956937799043,1.254,,,Lowest poverty
16602,INCLINE HIGH SCHOOL,Washoe,INCLINE VILLAGE,Regular School,09-12,19.11,93.06,False,52.7,38.3,30.3,325.0,14.1,13.5,26.5,320048000225,WASHOE COUNTY SCHOOL DISTRICT,Town,0,325.0,39.255443,-119.952102,26.46153846153846,21.846153846153847,,,,16602,325.0,21.846153846153847,0.325,,,Lower middle
16603,TMCC MAGNET SCHOOL,Washoe,RENO,Regular School,10-12,23.85,97.5,True,97.5,76.4,25.2,236.0,,,9.3,320048000468,WASHOE COUNTY SCHOOL DISTRICT,City,0,236.0,39.572311,-119.798208,9.322033898305085,8.898305084745763,,,,16603,236.0,8.898305084745763,0.236,,,Lowest poverty
16606,SPANISH SPRINGS HIGH SCHOOL,Washoe,SPARKS,Regular School,09-12,17.16,79.8,False,49.0,19.4,28.7,2057.0,3.4,13.3,17.4,320048000545,WASHOE COUNTY SCHOOL DISTRICT,Rural,0,2057.0,39.650052,-119.729515,17.355371900826448,15.167719980554203,,,,16606,2057.0,15.167719980554203,2.057,,,Lower middle
16607,NORTH VALLEYS HIGH SCHOOL,Washoe,RENO,Regular School,09-12,15.41,78.88,False,28.6,10.8,51.3,2432.0,13.7,14.4,37.1,320048000546,WASHOE COUNTY SCHOOL DISTRICT,Suburb,0,2432.0,39.60643,-119.823764,37.12993421052632,31.866776315789476,,,,16607,2432.0,31.866776315789476,2.432,,,Upper middle
16608,Academy For Career Education,Washoe,RENO,District Sponsored Charter School,09-12,17.37,97.5,True,43.4,15.2,11.8,236.0,13.1,13.6,29.7,320048000562,WASHOE COUNTY SCHOOL DISTRICT,City,1,236.0,39.512539,-119.775077,29.661016949152543,27.54237288135593,,,,16608,236.0,27.54237288135593,0.236,,,Lower middle
16609,DAMONTE RANCH HIGH SCHOOL,Washoe,RENO,Regular School,09-12,17.81,86.13,False,52.3,26.5,33.9,1910.0,8.1,11.5,29.6,320048000602,WASHOE COUNTY SCHOOL DISTRICT,City,0,1910.0,39.424127,-119.713055,29.581151832460733,25.706806282722518,,,,16609,1910.0,25.706806282722518,1.91,,,Lower middle
16610,enCompass Academy,Washoe,RENO,District Sponsored Charter School,09-12,16.21,66.67,False,29.6,9.8,72.1,113.0,,24.8,100.0,320048000603,WASHOE COUNTY SCHOOL DISTRICT,City,1,113.0,39.51569,-119.833011,100.0,51.32743362831859,,,,16610,113.0,51.32743362831859,0.113,,,Highest poverty
16611,ACADEMY OF ARTS CAREERS & TECH,Washoe,RENO,Regular School,09-12,22.24,97.5,True,88.6,54.7,14.4,530.0,2.1,5.5,18.9,320048000664,WASHOE COUNTY SCHOOL DISTRICT,City,0,530.0,39.506095,-119.755057,18.867924528301888,15.283018867924527,,,,16611,530.0,15.283018867924527,0.53,,,Lower middle
17502,White Pine High School,White Pine,Ely,Regular School,09-12,16.71,97.5,True,33.8,21.3,34.4,379.0,3.4,15.8,100.0,320051000267,WHITE PINE COUNTY SCHOOL DISTRICT,Town,0,379.0,39.239137,-114.874701,100.0,33.245382585751976,,,,17502,379.0,33.245382585751976,0.379,,,Upper middle
46300,Democracy Prep at Agassi High,State Public Charter School Authority,Las Vegas,State Sponsored Charter School,09-12,16.14,86.36,False,42.1,22.8,30.5,362.0,8.6,8.3,100.0,320000100882,STATE-SPONSORED CHARTER SCHOOLS,City,1,362.0,36.195055,-115.15699,100.0,8.011049723756907,,,,46300,362.0,8.011049723756907,0.362,,,Lowest poverty
47434,Sports Leadership and Management Academy,State Public Charter School Authority,Henderson,State Sponsored Charter School,KG-12,15.97,97.5,True,42.7,9.3,39.7,1796.0,11.1,10.2,100.0,320000100870,STATE-SPONSORED CHARTER SCHOOLS,City,1,1796.0,36.081743,-115.042105,99.88864142538976,49.33184855233853,,,,47434,1796.0,49.33184855233853,1.796,,,Highest poverty
48433,Equipo Academy,State Public Charter School Authority,Las Vegas,State Sponsored Charter School,06-12,16.2,97.5,True,30.6,14.0,8.7,798.0,23.8,6.1,100.0,320000100856,STATE-SPONSORED CHARTER SCHOOLS,City,1,798.0,36.172896,-115.086731,100.0,58.39598997493734,,,,48433,798.0,58.39598997493734,0.798,,,Highest poverty
50431,Amplus Durango,State Public Charter School Authority,Las Vegas,State Sponsored Charter School,KG-12,21.15,97.5,True,74.3,47.1,18.8,1662.0,5.7,6.5,30.3,320000100848,STATE-SPONSORED CHARTER SCHOOLS,Suburb,1,1662.0,36.076905,-115.274184,30.32490974729242,21.60048134777377,,,,50431,1662.0,21.60048134777377,1.662,,,Lower middle
51430,Founders Academy of Las Vegas,State Public Charter School Authority,Las Vegas,State Sponsored Charter School,KG-12,19.33,97.5,True,69.2,33.3,17.6,940.0,6.3,6.8,28.8,320000100843,STATE-SPONSORED CHARTER SCHOOLS,City,1,940.0,36.232595,-115.222292,28.829787234042552,25.21276595744681,,,,51430,940.0,25.21276595744681,0.94,,,Lower middle
52429,Leadership Academy of Nevada,State Public Charter School Authority,Las Vegas,State Sponsored Charter School,06-12,20.41,97.5,True,72.7,31.8,2.5,261.0,,10.0,17.6,320000100886,STATE-SPONSORED CHARTER SCHOOLS,City,1,261.0,36.274513,-115.259471,17.624521072796934,16.091954022988507,,,,52429,261.0,16.091954022988507,0.261,,,Lower middle
55202,Doral Academy Red Rock,State Public Charter School Authority,Las Vegas,State Sponsored Charter School,KG-12,18.9,97.5,True,64.3,25.8,29.9,2314.0,3.6,11.1,24.0,320000100830,STATE-SPONSORED CHARTER SCHOOLS,Rural,1,2314.0,36.168151,-115.369979,24.027657735522904,18.928262748487462,,,,55202,2314.0,18.928262748487462,2.314,,,Lower middle
58423,Pinecrest Academy of Nevada Cadence,State Public Charter School Authority,Henderson,State Sponsored Charter School,KG-12,20.1,97.5,True,73.2,46.5,28.4,2209.0,2.7,13.2,31.8,320000100825,STATE-SPONSORED CHARTER SCHOOLS,City,1,2209.0,36.045494,-114.980201,31.68854685377999,27.43322770484382,,,,58423,2209.0,27.43322770484382,2.209,,,Lower middle
59120,Somerset Academy Losee,State Public Charter School Authority,North Las Vegas,State Sponsored Charter School,KG-12,16.55,97.5,True,41.8,15.5,25.9,2451.0,8.6,10.8,45.4,320000100898,STATE-SPONSORED CHARTER SCHOOLS,Suburb,1,2451.0,36.24428,-115.115011,45.28763769889841,35.08771929824562,,,,59120,2451.0,35.08771929824562,2.451,,,Upper middle
59122,Somerset Academy Sky Pointe,State Public Charter School Authority,Las Vegas,State Sponsored Charter School,KG-12,18.32,97.5,True,59.2,25.1,11.6,2114.0,1.6,12.3,24.8,320000100820,STATE-SPONSORED CHARTER SCHOOLS,City,1,2114.0,36.288539,-115.275203,24.78713339640492,18.306527909176918,,,,59122,2114.0,18.306527909176918,2.114,,,Lower middle
65414,Oasis Academy,State Public Charter School Authority,Fallon,State Sponsored Charter School,KG-12,20.61,97.5,True,68.8,35.5,18.1,735.0,4.3,11.0,32.8,320000100817,STATE-SPONSORED CHARTER SCHOOLS,Town,1,735.0,39.477236,-118.788766,32.7891156462585,16.05442176870748,,,,65414,735.0,16.05442176870748,0.735,,,Lower middle
76412,Alpine Academy High School,State Public Charter School Authority,Sparks,State Sponsored Charter School,09-12,17.2,97.5,True,47.2,18.9,30.2,142.0,,16.2,23.9,320000100800,STATE-SPONSORED CHARTER SCHOOLS,Suburb,1,142.0,39.540117,-119.714115,23.943661971830984,6.338028169014085,,,,76412,142.0,6.338028169014085,0.142,,,Lowest poverty
81102,Nevada State High School Summerlin,State Public Charter School Authority,Las Vegas,State Sponsored Charter School,11-12,20.28,97.5,True,70.7,50.7,2.5,157.0,,,30.6,320000100903,STATE-SPONSORED CHARTER SCHOOLS,City,1,157.0,36.161946,-115.277707,30.573248407643312,18.471337579617835,,,,81102,157.0,18.471337579617835,0.157,,,Lower middle
81103,Nevada State High School Henderson,State Public Charter School Authority,Henderson,State Sponsored Charter School,11-12,20.31,97.5,True,80.3,50.4,2.5,246.0,,,25.2,320000100608,STATE-SPONSORED CHARTER SCHOOLS,City,1,246.0,36.0439,-115.047161,25.203252032520325,12.601626016260164,,,,81103,246.0,12.601626016260164,0.246,,,Lowest poverty
85405,Nevada Connections Academy,State Public Charter School Authority,Reno,State Sponsored Charter School,09-12,16.58,80.67,False,43.5,8.3,21.5,1000.0,3.0,12.6,48.1,320000100731,STATE-SPONSORED CHARTER SCHOOLS,City,1,1000.0,39.442153,-119.764137,48.1,33.0,,,,85405,1000.0,33.0,1.0,,,Upper middle
86404,Nevada Virtual Academy,State Public Charter School Authority,Las Vegas,State Sponsored Charter School,06-12,16.31,86.01,False,35.3,10.6,5.0,2153.0,4.7,12.3,57.4,320000100734,STATE-SPONSORED CHARTER SCHOOLS,City,1,2153.0,36.032685,-115.120183,57.268927078495125,41.29122155132374,,,,86404,2153.0,41.29122155132374,2.153,,,Upper middle
87312,Coral Academy Sandy Ridge,State Public Charter School Authority,Henderson,State Sponsored Charter School,08-12,22.63,97.5,True,78.5,67.1,15.1,902.0,2.2,5.0,25.1,320000100742,STATE-SPONSORED CHARTER SCHOOLS,City,1,902.0,35.99174,-115.093301,25.055432372505543,11.419068736141908,,,,87312,902.0,11.419068736141908,0.902,,,Lowest poverty
89409,Beacon Academy of Nevada,State Public Charter School Authority,Las Vegas,State Sponsored Charter School,09-12,12.75,17.89,False,9.3,2.5,47.5,552.0,14.7,21.0,77.4,320000100751,STATE-SPONSORED CHARTER SCHOOLS,Suburb,1,552.0,36.11554,-115.252321,77.35507246376811,61.95652173913044,,,,89409,552.0,61.95652173913044,0.552,,,Highest poverty
81106,Nevada State High School Southwest,State Public Charter School Authority,Las Vegas,State Sponsored Charter School,11-12,20.06,97.5,True,69.6,34.8,2.5,131.0,,,40.5,320000100937,STATE-SPONSORED CHARTER SCHOOLS,Suburb,1,131.0,36.069612,-115.262541,40.458015267175576,24.427480916030536,,,,81106,131.0,24.427480916030536,0.131,,,Lower middle
58428,Pinecrest Academy of Nevada Sloan Canyon,State Public Charter School Authority,Henderson,State Sponsored Charter School,KG-12,20.68,,False,79.4,49.5,18.9,2048.0,2.6,10.3,19.8,320000100941,STATE-SPONSORED CHARTER SCHOOLS,Rural,1,2048.0,35.961323,-115.148468,19.775390625,16.40625,,,,58428,2048.0,16.40625,2.048,,,Lower middle
81107,Nevada State High School Downtown Henderson,State Public Charter School Authority,Henderson,State Sponsored Charter School,11-12,20.6,97.5,True,70.3,42.5,2.5,120.0,0.0,,16.7,320000100944,STATE-SPONSORED CHARTER SCHOOLS,City,1,120.0,36.029618,-114.979474,15.833333333333334,10.0,,,,81107,120.0,10.0,0.12,,,Lowest poverty
81108,Nevada State High School Northwest,State Public Charter School Authority,Las Vegas,State Sponsored Charter School,11-12,20.14,97.5,True,75.0,44.2,,130.0,,,27.7,320000100948,STATE-SPONSORED CHARTER SCHOOLS,City,1,130.0,36.274565,-115.252552,27.692307692307693,16.923076923076923,,,,81108,130.0,16.923076923076923,0.13,,,Lower middle
84406,Davidson Academy,University,Reno,Regular School,05-12,34.17,97.5,True,93.5,93.5,2.5,163.0,0.0,,0.0,320002100680,DAVIDSON ACADEMY  SCHOOL DISTRICT,City,0,163.0,39.538754,-119.816216,1.8404907975460123,1.8404907975460123,,,,84406,163.0,1.8404907975460123,0.163,,,Lowest poverty
