r,ci_low,ci_high,p_value,n,outcome,outcome_label
0.09781149569324488,-0.2290334771372723,0.4048361815745674,0.5590772567743898,38,act_composite,ACT composite score
0.2841227953596918,-0.039113224239377894,0.5535294708393934,0.08384981605260665,38,grad_rate,Four year graduation rate (percent)
0.028511332116697246,-0.2938503877382753,0.3450497333486182,0.8650739106776061,38,ela_proficient_pct,ELA proficiency (percent)
0.08918017423144166,-0.2372675782403776,0.39753020961435626,0.5944197998494423,38,math_proficient_pct,Math proficiency (percent)
-0.2792200784619463,-0.5498249804807586,0.04442914845125545,0.08956773663260448,38,chronic_absent_pct,Chronic absenteeism (percent)
